names,f1,precision,recall,area_ratio,image_confidence,avg obj conf,avg obj size,stdev obj conf,stdev obj size,avg pred shape,stdev pred shape,range pred shape,counts,swell,swell_frac,num_0.1,num_0.2,num_0.3,num_0.4,num_0.5,num_0.6,num_0.7,num_0.8,num_0.9,label
00083.png,0.666666667,0.5,1,0.211371707,0.952013036,0.766004264,0.026421463,0.316355316,0.025601667,1.057011323,0.04813143,0.136998371,8,3.298415942,99.64438341,1,0,0,2,0,0,0,0,5,A&B_C
00084.png,0.5,0.333333333,1,0.007135829,0.68914377,0.676181895,0.00237861,0.407037814,0.000866765,1.015566874,0.006430219,0.01390051,3,0.036096643,332.2515943,1,0,0,0,0,0,0,0,2,A&B_C
00085.png,0.615384615,0.444444444,1,0.15676949,0.986701408,0.74059124,0.017418832,0.367639338,0.023975659,1.015495954,0.009921933,0.03150405,9,1.689457157,60.18261011,1,1,1,0,0,0,0,0,6,A&B_C
00086.png,0.266666667,0.166666667,0.666666667,0.022079459,0.898544319,0.822224483,0.001839955,0.173973541,0.002475016,1.020679312,0.006567511,0.02183957,12,0.155925874,1168.822369,0,0,0,1,0,2,3,0,6,A&B_C
00087.png,0.444444444,0.285714286,1,0.029151718,0.948881759,0.668820475,0.004164531,0.387518163,0.003934751,1.030645552,0.031680409,0.096820107,7,0.233628216,278.0340433,2,0,1,0,0,0,0,0,4,A&B_C
00088.png,0.52173913,0.375,0.857142857,0.089360701,0.936629733,0.765247046,0.005585044,0.315418716,0.005835011,1.018133122,0.009492406,0.032384406,16,0.645085926,108.3847599,2,0,1,1,0,1,1,1,9,A&B_C
00089.png,0.64,0.5,0.888888889,0.148096603,0.976447729,0.825521046,0.009256038,0.288537153,0.008356874,1.016763298,0.012632212,0.042144041,16,1.35901988,117.2245722,1,2,0,0,0,0,2,0,11,A&B_C
00090.png,0.4,0.25,1,0.009408788,0.699992296,0.721160404,0.002352197,0.210180361,0.000943773,1.023110244,0.009398431,0.023830164,4,0.056148905,698.3248465,0,0,0,1,0,1,0,1,1,A&B_C
00091.png,0.761904762,0.615384615,1,0.131748303,0.984187253,0.910826026,0.010134485,0.22325779,0.008703211,1.024944477,0.03781441,0.147620154,13,1.154525563,103.9703818,1,0,0,0,0,0,1,0,11,A&B_C
00092.png,0.5,0.333333333,1,0.109817033,0.979556105,0.851938828,0.009151419,0.261178947,0.010300625,1.010652884,0.005593436,0.017778146,12,1.1832881,141.143038,1,0,0,1,0,0,1,1,8,A&B_C
00093.png,0.222222222,0.125,1,0.01507342,0.541370296,0.52235534,0.001884178,0.362145382,0.001414776,1.019939186,0.010962581,0.034829652,8,0.06966399,376.4073184,2,2,0,0,0,1,0,1,2,A&B_C
00094.png,0.25,0.142857143,1,0.019793109,0.874400296,0.763847304,0.002827587,0.266450611,0.002574844,1.012778326,0.006074121,0.018789535,7,0.117328041,216.0645086,0,0,1,1,0,0,1,1,3,A&B_C
00095.png,0.285714286,0.166666667,1,0.062476569,0.835764116,0.568205575,0.005206381,0.386673774,0.006766185,1.051899756,0.10109617,0.381631128,12,0.511767753,136.403593,5,0,0,1,0,1,0,0,5,A&B_C
00096.png,0.777777778,0.666666667,0.933333333,0.189648106,0.980027441,0.865688982,0.009030862,0.237328176,0.007990117,1.015984343,0.011231945,0.039169032,21,1.533436929,102.5328488,1,0,1,0,1,0,2,1,15,A&B_C
00097.png,0.105263158,0.055555556,1,0.123781408,0.909453207,0.699165411,0.006876745,0.376310587,0.007589305,1.029510125,0.018824857,0.062630344,18,1.950268754,33582.43711,3,2,2,0,0,0,0,0,11,A&B_C
00098.png,0.153846154,0.083333333,1,0.032674356,0.657783503,0.588446358,0.002722863,0.375527661,0.003437798,1.019112314,0.007402479,0.024432271,12,0.220713048,258.3783593,3,1,2,0,0,0,1,0,5,A&B_C
00099.png,0.608695652,0.4375,1,0.10447784,0.959645682,0.804943679,0.006529865,0.26851185,0.006548147,1.016907147,0.020659784,0.088363623,16,0.885526162,135.7585404,1,0,0,2,1,1,1,0,10,A&B_C
00100.png,0.583333333,0.4375,0.875,0.171462922,0.932344691,0.873906633,0.010716433,0.236426756,0.008842613,1.01418216,0.012376484,0.041323812,16,1.992955615,178.8370304,1,0,0,0,1,1,1,0,12,A&B_C
00101.png,0.444444444,0.285714286,1,0.017962601,0.933624287,0.911919292,0.002566086,0.194800347,0.0018349,1.031189731,0.045572664,0.136537321,7,0.124874626,1089.281121,0,0,0,1,0,0,0,0,6,A&B_C
00102.png,0.555555556,0.416666667,0.833333333,0.022639631,0.89329731,0.845014017,0.001886636,0.279001974,0.001693903,1.01733146,0.007214695,0.0258506,12,0.140946756,513.9295565,0,2,0,0,0,0,1,0,9,A&B_C
00103.png,0.142857143,0.076923077,1,0.048096158,0.502215722,0.741671277,0.003699704,0.281024409,0.005691231,1.017009758,0.006793617,0.022580839,13,0.531245913,5334.056058,0,1,1,1,2,0,1,0,7,A&B_C
00104.png,0.333333333,0.2,1,0.047490525,0.878534359,0.728886106,0.003166035,0.315581894,0.003371279,1.025703792,0.022813331,0.081416607,15,0.349712032,369.0402521,1,1,2,0,0,1,2,0,8,A&B_C
00105.png,0.75,0.6,1,0.015779472,0.931562056,0.870922446,0.003155894,0.199655722,0.002048111,1.012461781,0.003015161,0.0090839,5,0.100176692,286.9212107,0,0,0,1,0,0,0,1,3,A&B_C
00106.png,0.8,0.666666667,1,0.026060362,0.926369379,0.881333103,0.002171697,0.243635545,0.001253034,1.013306386,0.00480839,0.015810562,12,0.125083031,263.8239571,1,0,0,0,0,0,2,0,9,A&B_C
00107.png,0.3,0.176470588,1,0.038883958,0.838658936,0.744222652,0.002287292,0.331424013,0.001911337,1.016722068,0.010443892,0.049548822,17,0.278332482,2133.836214,1,2,2,0,1,0,0,1,10,A&B_C
00108.png,0.181818182,0.1,1,0.022736993,0.852790803,0.749094431,0.002273699,0.342010468,0.00198259,1.044486267,0.087245464,0.299221099,10,0.171076039,1611.088307,0,3,0,0,0,0,0,1,6,A&B_C
00109.png,0.909090909,0.833333333,1,0.023045366,0.872268539,0.927410656,0.001920447,0.237388849,0.000601976,1.018829951,0.017846548,0.069978364,12,0.113547726,322.5389411,1,0,0,0,0,0,0,0,11,A&B_C
00110.png,0.782608696,0.642857143,1,0.036523856,0.980426358,0.902892449,0.002608847,0.232243753,0.001412128,1.016851714,0.013696244,0.047131262,14,0.21236493,364.8721785,0,1,1,0,0,0,0,0,12,A&B_C
00111.png,0.461538462,0.3,1,0.017167252,0.787301548,0.787103578,0.001716725,0.30735822,0.001166949,1.020753631,0.008658142,0.031380274,10,0.088399097,512.521732,1,0,1,0,1,0,0,1,6,A&B_C
00112.png,0.8,0.666666667,1,0.021437935,0.943859739,0.921002675,0.001786495,0.210173177,0.000852839,1.014287839,0.006262708,0.020206705,12,0.086945114,232.7513177,0,1,0,0,0,0,0,1,10,A&B_C
00113.png,0.285714286,0.166666667,1,0.007286106,0.878167349,0.865480324,0.001214351,0.231614584,0.000158574,1.014146608,0.004816087,0.012523695,6,0.0262578,920.3407151,0,0,1,0,0,0,0,1,4,A&B_C
00114.png,0.153846154,0.083333333,1,0.080283899,0.592147718,0.616450747,0.006690325,0.400974791,0.005934392,1.017745229,0.008137319,0.028959309,12,0.909121242,2492.033039,4,1,0,0,0,0,0,2,5,A&B_C
00115.png,0.1,0.052631579,1,0.044820554,0.873037633,0.74003639,0.002358977,0.343670771,0.002360956,1.024354938,0.029295787,0.137938625,19,0.331970965,8195.840324,3,2,0,0,1,0,1,0,12,A&B_C
00116.png,0.166666667,0.090909091,1,0.078687287,0.805011011,0.59330124,0.001430678,0.329976283,0.001599553,1.029774007,0.02106715,0.100487148,55,0.474438418,1634.840006,10,3,10,0,6,4,2,2,18,A&B_C
00117.png,0.457142857,0.296296296,1,0.05346762,0.689001357,0.657002871,0.001980282,0.323532617,0.000966272,1.018479206,0.012174406,0.054647174,27,0.283527186,794.2641406,2,5,2,0,4,1,2,0,11,A&B_C
00118.png,0.15,0.081081081,1,0.051159284,0.727079982,0.655968431,0.001382683,0.343213915,0.000843931,1.033871973,0.022926927,0.093680776,37,0.248937895,1938.984031,7,2,3,3,3,0,1,2,16,A&B_C
00119.png,0.238095238,0.135135135,1,0.059330213,0.703500878,0.589797125,0.001603519,0.33196069,0.001506172,1.031386341,0.037891237,0.235572993,37,0.338928851,1411.260859,5,8,3,1,2,2,1,4,11,A&B_C
00120.png,0.25,0.142857143,1,0.070112606,0.721836934,0.644293474,0.001669348,0.35008251,0.001671128,1.02786639,0.023911542,0.146946401,42,0.411524351,1163.785246,7,5,1,4,2,1,3,0,19,A&B_C
00121.png,0.36,0.219512195,1,0.056227507,0.821153668,0.69788959,0.001371403,0.325808517,0.001221203,1.028563553,0.019037201,0.086367471,41,0.284696801,613.0920107,6,1,3,4,1,4,0,1,21,A&B_C
00122.png,0.418604651,0.264705882,1,0.05315247,0.852556988,0.754223257,0.001563308,0.327391693,0.001158115,1.032943173,0.02873488,0.130582214,34,0.260529693,424.5099554,4,2,1,3,1,1,0,1,21,A&B_C
00123.png,0.206896552,0.115384615,1,0.044390083,0.661170986,0.597272941,0.001707311,0.371435263,0.0010027,1.030664487,0.028679742,0.128150756,26,0.240274228,1293.106286,5,4,3,1,0,0,1,1,11,A&B_C
00124.png,0.509803922,0.342105263,1,0.06618474,0.762538543,0.663845663,0.001741704,0.368542498,0.001127051,1.030950615,0.026205248,0.098505932,38,0.335005219,406.9220063,7,6,1,0,2,1,0,2,19,A&B_C
00125.png,0.315789474,0.1875,1,0.064595495,0.769768878,0.670041963,0.002018609,0.339415098,0.001694991,1.021438879,0.0128909,0.057158627,32,0.414141091,1303.778199,5,3,1,2,3,2,0,2,14,A&B_C
00126.png,,0,0,0.013563415,0.551712769,0.565882164,0.002260569,0.350386499,0.002167586,1.021775515,0.010888473,0.034978239,6,-8.181571642,-98.69782939,2,0,1,0,0,0,1,0,2,A&B_C
00127.png,,0,0,0.002542911,0.477500905,0.54511253,0.000847637,0.190560649,0.00031283,1.043280453,0.037740329,0.080223311,3,-2.816546875,-99.68724838,0,1,0,0,0,1,1,0,0,A&B_C
00128.png,0.666666667,0.5,1,0.171206123,0.91828966,0.785827987,0.042801531,0.255062539,0.044063867,1.082795207,0.1046751,0.256155661,4,1.681547801,30.21100296,0,0,1,0,0,0,1,0,2,A&B_C
00129.png,0.8,0.8,0.8,0.244761705,0.696401137,0.81771204,0.048952341,0.356611128,0.031857703,1.033590502,0.035512679,0.099632594,5,4.0150368,62.10646544,1,0,0,0,0,0,0,0,4,A&B_C
00130.png,0.222222222,0.142857143,0.5,0.065865523,0.971634737,0.507446496,0.00940936,0.344355069,0.021438644,1.0256986,0.012269194,0.038825459,7,0.568280617,42.53363893,2,2,0,0,0,0,0,2,1,A&B_C
00131.png,0.5,0.5,0.5,0.094440889,0.981485615,0.681311019,0.023610222,0.35466544,0.025434658,1.046347029,0.050822446,0.12459311,4,-1.351418207,-34.64455503,1,0,0,0,1,0,0,0,2,A&B_C
00132.png,0.285714286,0.166666667,1,0.073291448,0.170350656,0.597029381,0.012215241,0.326261834,0.024257576,1.025296116,0.009072594,0.029866539,6,-1.26345314,-45.49200941,2,0,0,0,0,0,2,1,1,A&B_C
00133.png,0.444444444,0.285714286,1,0.181215459,0.57188618,0.661310322,0.025887923,0.285499556,0.040375329,1.037522721,0.023635711,0.073518266,7,0.424147698,5.053710923,0,1,1,1,0,0,1,1,2,A&B_C
00134.png,0.5,0.333333333,1,0.246286057,0.584055084,0.709598795,0.041047676,0.261573021,0.058494867,1.026122487,0.011866559,0.034851792,6,-1.379073136,-12.72031587,0,0,1,1,0,0,2,0,2,A&B_C
00135.png,0.666666667,0.5,1,0.217011005,0.972032657,0.714683112,0.027126376,0.36896146,0.028546469,1.047931368,0.036936491,0.129544458,8,2.029212926,37.78520149,1,1,1,0,0,0,0,0,5,A&B_C
00136.png,0.444444444,0.285714286,1,0.18041258,0.400289872,0.4075357,0.025773226,0.210982395,0.025706594,1.061425563,0.050116161,0.145027262,7,1.186127543,28.30251355,1,1,3,0,1,0,0,1,0,A&B_C
00137.png,,0,0,0.012924965,0.504288239,0.504509369,0.000293749,0.278512269,0.000101251,1.05254481,0.052747136,0.267236616,44,-4.116204323,-99.43409719,7,8,5,4,3,2,6,4,5,A&B_C
00138.png,0.125,0.071428571,0.5,0.10603713,0.904692126,0.663746286,0.007574081,0.279653988,0.017862605,1.065824902,0.072729304,0.279139598,14,-6.582708435,-65.87757031,1,1,0,2,2,2,1,1,4,A&B_C
00139.png,,0,0,0.001233705,0.313342082,0.293975756,0.000616853,0.100002334,0.000119459,1.022910235,0.002871913,0.005743826,2,-9.242673879,-99.96123275,1,0,1,0,0,0,0,0,0,A&B_C
00140.png,0.285714286,0.2,0.5,0.083290002,0.14687593,0.413833934,0.016658,0.229107835,0.032081991,1.072115291,0.040973294,0.107593372,5,-1.273694797,-36.65889679,2,0,0,1,1,0,1,0,0,A&B_C
00141.png,0.166666667,0.1,0.5,0.024310034,0.669533637,0.633129264,0.002431003,0.289743407,0.004178489,1.031472985,0.015240383,0.046951546,10,-8.116990831,-96.66422864,1,1,1,1,0,1,2,0,3,A&B_C
00142.png,,0,0,0.001912429,0.269254345,0.254546715,0.000478107,0.148081447,0.000218009,1.070399909,0.091046205,0.211421309,4,-0.946370807,-99.52073278,2,1,0,1,0,0,0,0,0,A&B_C
00143.png,0.666666667,0.5,1,0.079215275,0.996620068,0.693284303,0.039607638,0.306715578,0.039171186,1.033507793,0.018606314,0.037212628,2,0.708374463,34.77234948,0,0,1,0,0,0,0,0,1,A&B_C
00144.png,,0,0,0.00714669,0.291339481,0.307362805,0.000510478,0.226584228,0.000331945,1.042544849,0.018575323,0.062064695,14,-1.702136518,-98.82426649,6,3,1,3,0,0,0,0,1,A&B_C
00145.png,0.727272727,0.666666667,0.8,0.21810822,0.980139788,0.945327053,0.03635137,0.06624839,0.026926224,1.017371506,0.01051778,0.030825433,6,-1.666909075,-18.561576,0,0,0,0,0,0,0,2,4,A&B_C
00146.png,0.222222222,0.142857143,0.5,0.021442283,0.917851153,0.611409741,0.003063183,0.299911847,0.00556251,1.044535318,0.02649065,0.07084873,7,-5.614988401,-94.56878849,0,2,1,0,0,0,1,2,1,A&B_C
00147.png,0.5,0.5,0.5,0.027809216,0.388031667,0.571738064,0.013904608,0.427616715,0.005973493,1.043493137,0.000727903,0.001455807,2,-13.88914635,-95.52675994,1,0,0,0,0,0,0,0,1,A&B_C
00148.png,0.4,0.25,1,0.14928695,0.359907542,0.562570795,0.018660869,0.323670217,0.035693646,1.0220688,0.006000518,0.020982867,8,-4.801117779,-47.54044422,2,1,0,0,1,1,0,1,2,A&B_C
00149.png,0.5,0.333333333,1,0.101496711,0.980493787,0.578403227,0.016916119,0.375004939,0.023248873,1.024536484,0.012877786,0.039037833,6,-4.147486655,-58.52432502,1,2,0,0,0,0,0,1,2,A&B_C
00150.png,0.5,0.333333333,1,0.312668379,0.896443366,0.698433353,0.026055698,0.332278352,0.032200072,1.036294131,0.022517167,0.082469227,12,4.592438535,62.74741976,1,2,0,1,0,1,1,0,6,A&B_C
00151.png,0.4,0.333333333,0.5,0.071191807,0.979261218,0.45826823,0.023730602,0.383276223,0.032311955,1.021240116,0.009366747,0.020468211,3,-7.464709987,-76.61466122,1,1,0,0,0,0,0,0,1,A&B_C
00152.png,,0,0,0.008353782,0.644789151,0.550635558,0.001044223,0.283502911,0.000663083,1.024388088,0.013587245,0.048288177,8,-5.495814005,-99.3140479,2,0,0,1,2,0,2,0,1,A&B_C
00153.png,0.333333333,0.2,1,0.110712423,0.951633318,0.677532908,0.022142485,0.36528137,0.043240244,1.031459564,0.022466839,0.061319725,5,1.757541184,52.07509257,1,1,0,0,0,0,0,0,3,A&B_C
00154.png,0.333333333,0.2,1,0.095348843,0.935319402,0.698224837,0.019069769,0.366860868,0.033751745,1.022399196,0.011389386,0.032715632,5,-3.859082691,-55.46161551,1,0,1,0,0,0,0,0,3,A&B_C
00155.png,,0,0,0.000380627,0.528245457,0.460824,0.000126876,0.333602169,2.57E-05,1.072930629,0.027267256,0.065677473,3,-1.200571353,-99.96471873,1,0,1,0,0,0,0,0,1,A&B_C
00156.png,0.285714286,0.166666667,1,0.022502988,0.719799157,0.4313662,0.003750498,0.40049932,0.00456116,1.038945266,0.030684739,0.082685369,6,0.223273176,352.750027,3,1,0,0,0,0,0,0,2,A&B_C
00157.png,0.333333333,0.25,0.5,0.1037995,0.116570251,0.504453378,0.025949875,0.325744323,0.042774686,1.042702964,0.03705663,0.0907918,4,-0.935303642,-20.36004824,1,0,1,0,1,0,0,0,1,A&B_C
00158.png,0.4,0.285714286,0.666666667,0.197530042,0.843980137,0.82190209,0.028218577,0.264184955,0.035019278,1.034725331,0.013542607,0.039659532,7,0.926734548,11.14367574,0,1,0,0,0,0,1,1,4,A&B_C
00159.png,,0,0,0.000920323,0.830486596,0.830486596,0.000920323,0,0,1.018453806,0,0,1,-5.453084656,-99.93823726,0,0,0,0,0,0,0,1,0,A&B_C
00160.png,,0,0,0.0012573,0.134263576,0.169241935,0.0004191,0.084876867,0.000328161,1.158732137,0.185709854,0.398627264,3,-13.6772706,-99.96650618,2,1,0,0,0,0,0,0,0,A&B_C
00161.png,,0,0,0.005946083,0.143120779,0.139740607,0.001486521,0.025213113,0.000861036,1.072735149,0.052538474,0.129525932,4,-2.067409849,-98.49292056,4,0,0,0,0,0,0,0,0,A&B_C
00162.png,0.533333333,0.363636364,1,0.231576535,0.970953607,0.745148495,0.021052412,0.329048998,0.029562148,1.030992976,0.015023339,0.048993817,11,-5.723427318,-39.57604683,2,0,0,1,0,1,0,0,7,A&B_C
00163.png,,0,0,0.002561351,0.733413988,0.646485408,0.000853784,0.196824299,0.000387667,1.089310473,0.086223116,0.18362141,3,-10.04783714,-99.87654847,0,0,0,1,0,1,0,1,0,A&B_C
00164.png,,0,0,0.000452303,0.171738178,0.171738178,0.000452303,0,0,1.013911458,0,0,1,-1.933274192,-99.94466817,1,0,0,0,0,0,0,0,0,A&B_C
00165.png,0.666666667,0.571428571,0.8,0.200529754,0.868436949,0.70989324,0.028647108,0.304707013,0.027390801,1.030729757,0.027220129,0.079462664,7,-5.844732605,-46.70257453,1,0,0,1,0,1,1,0,3,A&B_C
00166.png,0.461538462,0.3,1,0.153914451,0.974213322,0.623182096,0.015391445,0.381061959,0.027395961,1.035811565,0.035601614,0.132449464,10,1.205563389,24.94363915,3,0,1,0,0,0,1,1,4,A&B_C
00167.png,0.25,0.166666667,0.5,0.068849355,0.944266194,0.721425354,0.011474893,0.193229417,0.022164555,1.025815299,0.009974777,0.031058863,6,-9.643298267,-79.97181954,0,0,1,0,0,1,2,0,2,A&B_C
00168.png,0.75,0.6,1,0.120592461,0.986771705,0.926787388,0.024118492,0.115546353,0.01590644,1.014613112,0.005274409,0.011987556,5,0.994908955,52.9914385,0,0,0,0,0,1,0,0,4,A&B_C
00169.png,0.705882353,0.6,0.857142857,0.276677626,0.93166622,0.606541514,0.027667763,0.377029678,0.028567762,1.040413745,0.046918486,0.139799407,10,0.856260839,9.767942767,3,0,2,0,0,0,0,1,4,A&B_C
00170.png,0.285714286,0.166666667,1,0.021241974,0.898843407,0.771470825,0.003540329,0.280549473,0.005645364,1.023952246,0.006125346,0.019951557,6,0.18309667,171.5298175,1,0,0,0,0,0,1,2,2,A&B_C
00171.png,0.5,0.428571429,0.6,0.234552587,0.967194821,0.725406966,0.033507512,0.358638523,0.038137429,1.031036396,0.021749286,0.058660322,7,-6.445089674,-39.73465384,2,0,0,0,0,0,0,1,4,A&B_C
00172.png,0.428571429,0.375,0.5,0.150947489,0.938017471,0.733506897,0.018868436,0.345842338,0.027398251,1.065127533,0.049308561,0.129095875,8,-4.396407783,-41.67619789,1,1,0,0,0,1,0,0,5,A&B_C
00173.png,0.461538462,0.3,1,0.164369662,0.974677235,0.704975003,0.016436966,0.364416659,0.022830935,1.028937335,0.035712269,0.110500846,10,2.27798923,89.32339201,1,2,1,0,0,0,0,0,6,A&B_C
00174.png,0.6,0.428571429,1,0.239026194,0.981776355,0.524232656,0.034146599,0.4112137,0.043404236,1.03235388,0.02435929,0.065381214,7,4.435624166,70.7007485,3,1,0,0,0,0,0,0,3,A&B_C
00175.png,0.666666667,0.5,1,0.097239627,0.982799477,0.816107556,0.024309907,0.22880299,0.020757881,1.009985819,0.002633055,0.007025374,4,-0.663858509,-19.38755675,0,0,0,1,0,0,0,1,2,A&B_C
00176.png,0.428571429,0.3,0.75,0.196090417,0.984611903,0.721165575,0.019609042,0.304706059,0.029541601,1.040287156,0.039284506,0.145921714,10,-1.130111934,-13.93089406,1,0,1,1,0,2,0,0,5,A&B_C
00177.png,0.4,0.285714286,0.666666667,0.227057995,0.988260737,0.786765844,0.032436856,0.219303485,0.049424379,1.024205439,0.014966891,0.046740485,7,2.204286115,27.27240255,0,0,0,1,2,0,0,0,4,A&B_C
00178.png,0.363636364,0.222222222,1,0.148193711,0.708535198,0.542278424,0.016465968,0.31940272,0.040611804,1.06896437,0.129615853,0.429651401,9,1.159926003,24.92723292,2,1,1,0,1,0,2,0,2,A&B_C
00179.png,0.5,0.363636364,0.8,0.249486352,0.880905417,0.665336734,0.022680577,0.368485023,0.025363723,1.043668169,0.04080685,0.130919602,11,2.86561411,53.18893235,3,0,1,0,1,0,0,0,6,A&B_C
00180.png,0.25,0.142857143,1,0.085765461,0.740401768,0.39913331,0.012252209,0.30211379,0.02460056,1.028796444,0.013809726,0.041092669,7,0.545879459,24.44607693,3,2,0,0,0,0,0,1,1,A&B_C
00181.png,0.444444444,0.333333333,0.666666667,0.112472401,0.929814747,0.726370697,0.0187454,0.282596638,0.025269592,1.037268429,0.030027494,0.082430861,6,-7.248043479,-67.86404352,0,0,2,0,0,0,0,2,2,A&B_C
00182.png,0.428571429,0.272727273,1,0.034417702,0.964517529,0.831614756,0.003128882,0.27655039,0.003296128,1.018266477,0.011524567,0.044701633,11,0.243158842,247.8069623,1,0,0,1,0,1,0,0,8,A&B_C
00183.png,0.285714286,0.166666667,1,0.004652028,0.849562016,0.644103859,0.000775338,0.318284497,0.000761353,1.03876805,0.027864964,0.075678105,6,0.015308367,250.6414873,1,0,1,0,0,1,0,1,2,A&B_C
00184.png,0.4,0.25,1,0.017667289,0.780690221,0.690252813,0.002208411,0.318217201,0.001524394,1.051584576,0.064096846,0.193839831,8,0.09312156,415.3029011,1,1,0,0,2,0,0,0,4,A&B_C
00185.png,0.4,0.25,1,0.031504023,0.844929632,0.577650009,0.003938003,0.381558994,0.004775289,1.027553907,0.029129548,0.094078819,8,0.312122578,583.5770867,2,1,1,0,0,0,1,0,3,A&B_C
00186.png,0.5,0.333333333,1,0.025078467,0.904559873,0.582962409,0.004179745,0.341161822,0.004603877,1.017085841,0.007836528,0.023320388,6,0.180409724,144.7104029,1,0,2,0,0,0,1,0,2,A&B_C
00187.png,0.461538462,0.3,1,0.029235535,0.832801385,0.693991558,0.002923554,0.384557516,0.003627517,1.035184745,0.038091135,0.132689203,10,0.179188965,137.410693,2,1,0,1,0,0,0,0,6,A&B_C
00188.png,0.571428571,0.4,1,0.02587197,0.970049553,0.485682185,0.005174394,0.420695204,0.006947315,1.01732962,0.008537165,0.02318823,5,0.230389116,140.4651773,3,0,0,0,0,0,0,0,2,A&B_C
00189.png,0.666666667,1,0.5,0.008902341,0.523512602,0.523512602,0.008902341,0,0,1.008188396,0,0,1,0.008872057,9.965530882,0,0,0,0,1,0,0,0,0,A&B_C
00190.png,0.8,0.666666667,1,0.042138919,0.969181425,0.721396793,0.007023153,0.394779043,0.00690923,1.014327169,0.012620341,0.037638835,6,0.357057299,144.2723536,1,1,0,0,0,0,0,0,4,A&B_C
00191.png,0.181818182,0.1,1,0.014777567,0.687940022,0.474167522,0.001477757,0.368736031,0.001968752,1.031101213,0.026105257,0.082521526,10,0.069082064,219.286568,4,1,1,0,0,0,1,1,2,A&B_C
00192.png,0.526315789,0.357142857,1,0.039724515,0.943781998,0.747605681,0.002837465,0.367524951,0.004404309,1.024316509,0.015387958,0.048428737,14,0.253569763,125.4120246,3,1,0,0,0,0,0,1,9,A&B_C
00193.png,0.833333333,0.714285714,1,0.052817727,0.99847814,0.769107037,0.00754539,0.362833876,0.008213485,1.09369863,0.138814586,0.406622414,7,0.503655415,130.5010427,1,1,0,0,0,0,0,0,5,A&B_C
00194.png,0.5,0.333333333,1,0.00558909,0.78634916,0.460534578,0.00186303,0.38152885,0.001606623,1.016527489,0.005354597,0.012223114,3,0.031505774,413.6074448,2,0,0,0,0,0,0,0,1,A&B_C
00195.png,1,1,1,0.057249417,1,1,0.057249417,0,0,1.002648174,0,0,1,0.718695511,71.21135455,0,0,0,0,0,0,0,0,1,A&B_C
00196.png,0.666666667,0.5,1,0.055573673,0.992883022,0.621977165,0.027786836,0.378022835,0.027263698,1.042999422,0.039441663,0.078883326,2,0.754073275,72.92825962,0,1,0,0,0,0,0,0,1,A&B_C
00197.png,0.666666667,0.5,1,0.059269003,0.978460225,0.678205997,0.029634501,0.321794003,0.02765087,1.040398863,0.038100315,0.07620063,2,0.720352611,72.68138119,0,0,1,0,0,0,0,0,1,A&B_C
00198.png,0.181818182,0.1,1,0.102293155,0.902517525,0.448453339,0.010229316,0.339615861,0.020921663,1.025694661,0.013303623,0.050882924,10,1.433519123,88.95103837,5,0,0,1,1,0,1,0,2,A&B_C
00199.png,0.222222222,0.125,1,0.044675665,0.966312832,0.583683178,0.005584458,0.382796178,0.011785848,1.072666288,0.076874944,0.193750396,8,0.51039901,112.7873503,3,0,0,1,0,0,0,0,4,A&B_C
00200.png,0.285714286,0.166666667,1,0.080231936,0.959025251,0.773819556,0.013371989,0.221085238,0.025714681,1.032659519,0.023910216,0.075076044,6,0.97515548,55.52621098,0,0,0,0,3,0,0,0,3,A&B_C
00201.png,0.4,0.25,1,0.062454378,0.961273507,0.528088858,0.015613594,0.373721029,0.025488651,1.051166659,0.050226874,0.121275818,4,-0.08754549,-5.35796774,1,1,0,0,0,0,0,1,1,A&B_C
00202.png,0.285714286,0.166666667,1,0.047070661,0.982309317,0.780922823,0.00784511,0.322374771,0.014639893,1.086705657,0.106387055,0.30979462,6,0.46827798,75.89822119,1,0,0,0,1,0,0,0,4,A&B_C
00203.png,0.222222222,0.125,1,0.020420389,0.799501068,0.503696986,0.002552549,0.388889991,0.00283492,1.02781394,0.023702353,0.078785406,8,0.150066922,518.9609751,4,0,0,0,0,1,0,1,2,A&B_C
00204.png,0.666666667,0.5,1,0.107052354,0.789428628,0.464738525,0.026763088,0.377422778,0.025493021,1.0567731,0.048328076,0.107841208,4,1.101528729,48.58628152,2,0,0,0,0,1,0,0,1,A&B_C
00205.png,0.5,0.333333333,1,0.077710149,0.961498965,0.718845606,0.025903383,0.299767098,0.03304209,1.020679358,0.016240946,0.038798506,3,1.313803122,103.2393921,0,0,1,0,0,0,0,1,1,A&B_C
00207.png,0.4,0.25,1,0.012123811,0.693484141,0.415192835,0.003030953,0.350472337,0.002577791,1.015467212,0.005543846,0.015592743,4,0.078821599,239.4891091,2,0,1,0,0,0,0,0,1,A&B_C
00208.png,0.25,0.142857143,1,0.073080379,0.958905886,0.721807207,0.010440054,0.324497976,0.017745398,1.031544347,0.031669367,0.07863763,7,0.801153301,81.84692101,0,2,0,0,0,1,0,0,4,A&B_C
00209.png,0.888888889,0.8,1,0.146836628,0.9957705,0.883697259,0.029367326,0.227021821,0.021244335,1.016676253,0.011140695,0.027318418,5,1.523261418,69.26632113,0,0,0,1,0,0,0,0,4,A&B_C
